trick_name,source,external_formula,external_add,formula_status,blocker_type,why_observational,wave2_dependency,safe_to_publish,notes
Tap Dance,footbagmoves,Pixie ss Original Tap,4,observational_formula,partial_vocabulary_recognition,"some tokens IFPA-unrecognized: original,tap",false,false,for observational listing only; not canonical promotion
Torus,footbagmoves,Fyro Mirage,4,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: fyro,false,false,for observational listing only; not canonical promotion
Twirl,footbagmoves,Reverse Swirling Osis,4,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Wahnsinn,footbagmoves,Pixie Ducking Spinning Toe,4,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: toe,false,false,for observational listing only; not canonical promotion
Whale Tail,footbagmoves,Surging Legover,4,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
What!?,footbagmoves,Butterflying Symposium Reverse Swirling Toe,4,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Whirr,footbagmoves,Double Whirl,4,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Zig Zag,footbagmoves,Swirling Reverse Swirl,4,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: swirling,false,false,for observational listing only; not canonical promotion
Zipwalk,footbagmoves,Zipper Stepping Op Butterfly Zipper,4,observational_formula,partial_vocabulary_recognition,"some tokens IFPA-unrecognized: zipper,zipper",false,false,for observational listing only; not canonical promotion
Zulu Le Loup,footbagmoves,Zulu Butterfly,4,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: zulu,false,false,for observational listing only; not canonical promotion
Trixie,footbagmoves,Triple Pixie,5,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Trochus,footbagmoves,Atomic Flail,5,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: flail,false,false,for observational listing only; not canonical promotion
Tutifruti,footbagmoves,Frootie Legover,5,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: frootie,false,false,for observational listing only; not canonical promotion
Vertigo,footbagmoves,Ducking Paradox Drifter,5,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Wentletrappe,footbagmoves,Fyro Double Legover,5,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: fyro,false,false,for observational listing only; not canonical promotion
Arch Nemesis,footbagmoves,Barraging ss Double Double Down,6,policy_dependent_formula,wave_2_dependency,uses Wave-2 operator vocabulary (fairy/barraging/blurry),true,true,for observational listing only; not canonical promotion
Atom Bomb,footbagmoves,Flailing Symposium Mirage,6,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Bill & Ted`s Bogus Journey,footbagmoves,Flailing ss Symposium Double Legover,6,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: flailing,false,false,for observational listing only; not canonical promotion
Blurrage,footbagmoves,Blurry Barrage,6,policy_dependent_formula,wave_2_dependency,uses Wave-2 operator vocabulary (fairy/barraging/blurry),true,true,for observational listing only; not canonical promotion
Compound Fracture,footbagmoves,Railing ss Double Legover,6,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: railing,false,false,for observational listing only; not canonical promotion
Dorshatrix,footbagmoves,Railing Mirage,6,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: railing,false,false,for observational listing only; not canonical promotion
Downward Spiral,footbagmoves,Phasing ss Dyno,6,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: phasing,false,false,for observational listing only; not canonical promotion
Dwirl,footbagmoves,Double Twirl,6,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: twirl,false,false,for observational listing only; not canonical promotion
Ego,footbagmoves,Atomic Ducking Whirl,6,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Fairy Tale,footbagmoves,Fairy Spinning Double Over Down,6,policy_dependent_formula,wave_2_dependency,uses Wave-2 operator vocabulary (fairy/barraging/blurry),true,true,for observational listing only; not canonical promotion
Fender Bender,footbagmoves,Fairy Ducking Blender,6,policy_dependent_formula,wave_2_dependency,uses Wave-2 operator vocabulary (fairy/barraging/blurry),true,true,for observational listing only; not canonical promotion
Fission,footbagmoves,Furious Illusion,6,policy_dependent_formula,wave_2_dependency,uses Wave-2 operator vocabulary (fairy/barraging/blurry),true,true,for observational listing only; not canonical promotion
Forquelift,footbagmoves,Fairy Ducking Torque,6,policy_dependent_formula,wave_2_dependency,uses Wave-2 operator vocabulary (fairy/barraging/blurry),true,true,for observational listing only; not canonical promotion
Gary Coleman,footbagmoves,Atomic Symposium Whirl,6,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Golden Shower,footbagmoves,Blurry Ducking Eggbeater,6,policy_dependent_formula,wave_2_dependency,uses Wave-2 operator vocabulary (fairy/barraging/blurry),true,true,for observational listing only; not canonical promotion
Heart,footbagmoves,Pixie Quantum Double Over Down Swirl,6,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Ill Frenzy,footbagmoves,Frootie Illusion,6,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: frootie,false,false,for observational listing only; not canonical promotion
Johny Vodka,footbagmoves,Pyro Torque,6,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: pyro,false,false,for observational listing only; not canonical promotion
Juno Reactor,footbagmoves,Sailing Whirl,6,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: sailing,false,false,for observational listing only; not canonical promotion
Kill Frenzy,footbagmoves,Frootie Mirage,6,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: frootie,false,false,for observational listing only; not canonical promotion
Kiss Of The Scorpion,footbagmoves,Pixie Spinning Double Over Down,6,observational_formula,partial_vocabulary_recognition,"some tokens IFPA-unrecognized: over,down",false,false,for observational listing only; not canonical promotion
Leviathan,footbagmoves,Stepping Ducking Far Double Over Down,6,observational_formula,partial_vocabulary_recognition,"some tokens IFPA-unrecognized: over,down",false,false,for observational listing only; not canonical promotion
Locomotion,footbagmoves,Stepping Far Motion,6,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Maelstrom,footbagmoves,Spinning Ducking Paradox Whirl,6,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Massacre,footbagmoves,Bubba Paradox Flail,6,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Moby Dick,footbagmoves,Gyro Torquescrew,6,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Mofly,footbagmoves,Miraging Symposium Double Over Down,6,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Morpheus,footbagmoves,Spinning Ducking Paradox Drifter,6,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Motion Sickness,footbagmoves,Spinning Motion,6,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Omelette Du Fromage,footbagmoves,Railing Illusion,6,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: railing,false,false,for observational listing only; not canonical promotion
Orpheus,footbagmoves,Toe set ss Triple Over Down,6,observational_formula,partial_vocabulary_recognition,"some tokens IFPA-unrecognized: toe,set,over",false,false,for observational listing only; not canonical promotion
Paratoxic,footbagmoves,Paradox Toxic,6,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Phobia,footbagmoves,Fyro Torque,6,policy_dependent_formula,wave_2_dependency,uses Wave-2 operator vocabulary (fairy/barraging/blurry),true,true,for observational listing only; not canonical promotion
Quark,footbagmoves,Quantum Torque,6,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Raildown,footbagmoves,Railing ss Butterfly,6,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: railing,false,false,for observational listing only; not canonical promotion
Railwalk,footbagmoves,Railing Butterfly,6,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: railing,false,false,for observational listing only; not canonical promotion
Ropaduleo,footbagmoves,Railing Ducking Legover,6,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: railing,false,false,for observational listing only; not canonical promotion
S&M Smasher,footbagmoves,Atomic Barrage,6,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: barrage,false,false,for observational listing only; not canonical promotion
Timberwulff,footbagmoves,Leaning Torque,6,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: leaning,false,false,for observational listing only; not canonical promotion
Torch-r Rack,footbagmoves,Stepping Superfly,6,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: superfly,false,false,for observational listing only; not canonical promotion
Triadon,footbagmoves,Toe set os Triple Over Down,6,observational_formula,partial_vocabulary_recognition,"some tokens IFPA-unrecognized: toe,set,os",false,false,for observational listing only; not canonical promotion
Triage,footbagmoves,Triple Mirage,6,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Trifly,footbagmoves,Far Triple Over Down,6,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Voodoo,footbagmoves,Paradox Merlin,6,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Whirlygig,footbagmoves,Blurry Symposium Whirl,6,policy_dependent_formula,wave_2_dependency,uses Wave-2 operator vocabulary (fairy/barraging/blurry),true,true,for observational listing only; not canonical promotion
Wookie,footbagmoves,Pixie Wonton Butterfly,6,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: wonton,false,false,for observational listing only; not canonical promotion
84,footbagmoves,Wiggle Butterfly,5,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: wiggle,false,false,for observational listing only; not canonical promotion
Amadeus,footbagmoves,Gyro Dada Curve,5,observational_formula,partial_vocabulary_recognition,"some tokens IFPA-unrecognized: dada,curve",false,false,for observational listing only; not canonical promotion
Avalanche,footbagmoves,Stepping Ducking Pdx Illusion,5,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: pdx,false,false,for observational listing only; not canonical promotion
Bedwetter,footbagmoves,Blurry Eggbeater,5,policy_dependent_formula,wave_2_dependency,uses Wave-2 operator vocabulary (fairy/barraging/blurry),true,true,for observational listing only; not canonical promotion
Blacula,footbagmoves,Symposium Double Over Down,5,observational_formula,partial_vocabulary_recognition,"some tokens IFPA-unrecognized: over,down",false,false,for observational listing only; not canonical promotion
Cataclysm,footbagmoves,Neutron Double Legover,5,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: neutron,false,false,for observational listing only; not canonical promotion
Croxton,footbagmoves,Jolimont ss Mirage,5,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: jolimont,false,false,for observational listing only; not canonical promotion
Cyclone,footbagmoves,Shooting Gyro Mirage,5,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: shooting,false,false,for observational listing only; not canonical promotion
Dark Avenue,footbagmoves,Fairy Diving Butterfly,5,policy_dependent_formula,wave_2_dependency,uses Wave-2 operator vocabulary (fairy/barraging/blurry),true,true,for observational listing only; not canonical promotion
Desien,footbagmoves,Sailing Butterfly,5,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: sailing,false,false,for observational listing only; not canonical promotion
Dolomite,footbagmoves,Symposium Paradon,5,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Dominatrix,footbagmoves,Sailing Mirage,5,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: sailing,false,false,for observational listing only; not canonical promotion
Down Diver,footbagmoves,Diving Down Double Down,5,observational_formula,partial_vocabulary_recognition,"some tokens IFPA-unrecognized: down,down",false,false,for observational listing only; not canonical promotion
E-Walk,footbagmoves,Frantic Butterfly,5,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Fender,footbagmoves,Fairy Blender,5,policy_dependent_formula,wave_2_dependency,uses Wave-2 operator vocabulary (fairy/barraging/blurry),true,true,for observational listing only; not canonical promotion
Firewalk,footbagmoves,Flaring Butterfly,5,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: flaring,false,false,for observational listing only; not canonical promotion
Forque,footbagmoves,Fairy Torque,5,policy_dependent_formula,wave_2_dependency,uses Wave-2 operator vocabulary (fairy/barraging/blurry),true,true,for observational listing only; not canonical promotion
Fracture,footbagmoves,Sailing ss Double Legover,5,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: sailing,false,false,for observational listing only; not canonical promotion
Frankenstein,footbagmoves,Phasing ss Swirl,5,policy_dependent_formula,wave_2_dependency,uses Wave-2 operator vocabulary (fairy/barraging/blurry),true,true,for observational listing only; not canonical promotion
Frenzy,footbagmoves,Frantic Mirage,5,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: frantic,false,false,for observational listing only; not canonical promotion
Goliath,footbagmoves,Pixie Ducking Double Legover,5,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Irish Spring,footbagmoves,Neutron Drifter,5,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: neutron,false,false,for observational listing only; not canonical promotion
Janiwalker,footbagmoves,Barraging Butterfly,5,policy_dependent_formula,wave_2_dependency,uses Wave-2 operator vocabulary (fairy/barraging/blurry),true,true,for observational listing only; not canonical promotion
Joan,footbagmoves,Sailing Gyro Pickup,5,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: sailing,false,false,for observational listing only; not canonical promotion
Juggernaut,footbagmoves,Fairy Symposium Eggbeater,5,policy_dependent_formula,wave_2_dependency,uses Wave-2 operator vocabulary (fairy/barraging/blurry),true,true,for observational listing only; not canonical promotion
Lawnmoir,footbagmoves,Slicing Butterfly,5,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: slicing,false,false,for observational listing only; not canonical promotion
Lotus,footbagmoves,Spinning Pdx Drifter,5,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: pdx,false,false,for observational listing only; not canonical promotion
Macon Bacon,footbagmoves,Leaning Osis,5,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: leaning,false,false,for observational listing only; not canonical promotion
Merlin,footbagmoves,Miraging Symposium Mirage,5,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Muerto,footbagmoves,Fairy ss Torque,5,policy_dependent_formula,wave_2_dependency,uses Wave-2 operator vocabulary (fairy/barraging/blurry),true,true,for observational listing only; not canonical promotion
Nullwalk,footbagmoves,Null Butterfly,5,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: null,false,false,for observational listing only; not canonical promotion
Ocean,footbagmoves,Toe set os Double Over Downing Osis,5,observational_formula,partial_vocabulary_recognition,"some tokens IFPA-unrecognized: toe,set,os",false,false,for observational listing only; not canonical promotion
Pandemonium,footbagmoves,Pixie Symposium Eggbeater,5,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Philibuster,footbagmoves,Fusing Mirage,5,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: fusing,false,false,for observational listing only; not canonical promotion
Porque,footbagmoves,Pixie Torque,5,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Railplant,footbagmoves,Railing Legover,5,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: railing,false,false,for observational listing only; not canonical promotion
Ricochet,footbagmoves,Toe set os Double Over Down Flapper,5,observational_formula,partial_vocabulary_recognition,"some tokens IFPA-unrecognized: toe,set,os",false,false,for observational listing only; not canonical promotion
Ripped Warrior,footbagmoves,Stepping Ducking Far Butterfly,5,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Sabotage,footbagmoves,Toe Flurry,5,observational_formula,partial_vocabulary_recognition,"some tokens IFPA-unrecognized: toe,flurry",false,false,for observational listing only; not canonical promotion
Saildown,footbagmoves,Sailing ss Butterfly,5,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: sailing,false,false,for observational listing only; not canonical promotion
Scorpions Toe Nail,footbagmoves,Toe set Spinning Double Over Down,5,observational_formula,partial_vocabulary_recognition,"some tokens IFPA-unrecognized: toe,set,over",false,false,for observational listing only; not canonical promotion
Shaft,footbagmoves,Clipper set ss Symposium Double Over Down,5,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Singularity,footbagmoves,Symposium Whirling Flapper,5,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: flapper,false,false,for observational listing only; not canonical promotion
Smile,footbagmoves,Smiling Far Butterfly,5,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: smiling,false,false,for observational listing only; not canonical promotion
Snowflake,footbagmoves,Paradox Drifter XBD Rake,5,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Spikehammer,footbagmoves,Blurry Ducking Mirage,5,policy_dependent_formula,wave_2_dependency,uses Wave-2 operator vocabulary (fairy/barraging/blurry),true,true,for observational listing only; not canonical promotion
Stampede,footbagmoves,Flailing ss Symposium Mirage,5,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: flailing,false,false,for observational listing only; not canonical promotion
Sunilwalker,footbagmoves,Barraging Butterfly (same side),5,policy_dependent_formula,wave_2_dependency,uses Wave-2 operator vocabulary (fairy/barraging/blurry),true,true,for observational listing only; not canonical promotion
Supernova,footbagmoves,Spyro Nova,5,observational_formula,partial_vocabulary_recognition,"some tokens IFPA-unrecognized: spyro,nova",false,false,for observational listing only; not canonical promotion
Swivel,footbagmoves,Symposium Twirl,5,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Tapwater,footbagmoves,Tapping Twirl,5,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: twirl,false,false,for observational listing only; not canonical promotion
Tobius,footbagmoves,Toe set Gyro Torque,5,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Tornado,footbagmoves,Twinspinning ss Mirage,5,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: twinspinning,false,false,for observational listing only; not canonical promotion
Torquescrew,footbagmoves,Miraging Dyno,5,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Trixie,footbagmoves,Triple Pixie,5,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Trochus,footbagmoves,Atomic Flail,5,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: flail,false,false,for observational listing only; not canonical promotion
